tcp,algorithm,tcp_throughput,tcp_latency,cbr_throughput,cbr_latency
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.6656 1.3312 0.78208 0.82368 0.69056 1.63072 0.5824 1.89696 1.06496 0.5408 0.7072 1.85536,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344316375 0.03432391875 0.0350647659574 0.0340190606061 0.0340894939759 0.0347971683673 0.0345764142857 0.0347939517544 0.03542034375 0.0338979230769 0.0339491176471 0.0347830717489,0 0 0 0 0 0 0 0 7.66248 7.91448 7.96152 7.94304 8.0136 7.87752 7.89936 7.80696 7.85568 7.97328 8.01024 7.78176,0 0 0 0 0 0 0 0 0.0309237165095 0.0317764525578 0.0313722734754 0.0312225336294 0.0311685075472 0.0323362943058 0.0309269368354 0.0324894803099 0.031816862917 0.0309439972609 0.0311222911074 0.0325330485751
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64064 1.46432 0.56576 1.56416 0.89856 1.27296 1.248 0.8736 0.9152 1.15648 0.89024 1.28128,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342932857143 0.0344332102273 0.0348172058824 0.0345074787234 0.0352180185185 0.0343711176471 0.0350983 0.0343599809524 0.0341801545455 0.0347591726619 0.0343546635514 0.0350201038961,0 0 0 0 0 0 0 0 7.67592 7.92792 7.97832 7.8624 7.85568 7.93128 7.7952 7.98504 7.96152 7.8792 8.01528 7.85736,0 0 0 0 0 0 0 0 0.0308514731889 0.0320448688281 0.0310968900821 0.0321125467949 0.0315297219846 0.0317499546706 0.0318102168103 0.0312973970124 0.0312969381726 0.0317234910448 0.0313809830224 0.0318946341672
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.57408 1.3728 2.50432 2.52928 0.50752 1.29792 0.48256 0.84864 1.78048 0.5408 1.26464 0.74048,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341462898551 0.0341969818182 0.0357455681063 0.0358956578947 0.0349800819672 0.034218525641 0.0340259310345 0.0339528823529 0.0350089252336 0.0342151538462 0.0345017763158 0.0343708202247,0 0 0 0 0 0 0 0 7.70448 7.91448 7.48608 7.47936 7.95312 7.96488 7.99512 7.94472 7.812 7.99512 7.94976 7.99176,0 0 0 0 0 0 0 0 0.0308354858264 0.031749473997 0.0339491822262 0.0341353699461 0.0310572839037 0.0317406713773 0.0308934221475 0.0311505614295 0.0325561017204 0.0309260168103 0.0318262876162 0.031198365987
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.32288 1.10656 1.06496 1.05664 1.18144 1.07328 0.94016 0.9984 1.06496 2.43776 2.44608,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343240641026 0.0343489685535 0.0352824135338 0.0342598203125 0.0346113228346 0.0344182394366 0.0345553100775 0.0339066725664 0.03491165 0.0339458203125 0.0356089283276 0.0358593741497,0 0 0 0 0 0 0 0 7.67256 7.99176 7.81536 7.95144 7.88592 7.84896 7.9128 7.96152 7.9212 7.93464 7.54992 7.53144,0 0 0 0 0 0 0 0 0.0308849148237 0.0318610193399 0.0316872573087 0.0314596190577 0.0314613864508 0.0314840824058 0.0314555403397 0.0312445927411 0.03170358579 0.0314015238196 0.033751081887 0.0340284557216
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.65728 1.3312 2.50432 2.52928 0.69056 1.456 1.19808 0.59904 1.01504 1.23968 1.03168 0.71552,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343683291139 0.03442446875 0.0356854750831 0.035873 0.0353275783133 0.0344464 0.0354624166667 0.0340601944444 0.0341914508197 0.034585442953 0.0346029112903 0.0345500697674,0 0 0 0 0 0 0 0 7.66248 7.96992 7.48776 7.47936 7.85904 7.83216 7.8204 8.03376 7.99512 7.91952 7.94808 7.93128,0 0 0 0 0 0 0 0 0.0308926636702 0.0319072270236 0.0338618759255 0.0341049822552 0.0313370158187 0.0319678554269 0.0319385997852 0.0310057816813 0.03149618029 0.0317617197709 0.031502461636 0.0311227072654
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.61568 1.5392 0.46592 0.67392 1.9968 2.51264 0.60736 0.92352 1.52256 0.57408 1.6224 0.54912,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343241756757 0.0344042702703 0.0345013214286 0.034031962963 0.0350365791667 0.0357876556291 0.034997109589 0.0343141801802 0.0346174644809 0.0348932753623 0.0345587179487 0.0349370606061,0 0 0 0 0 0 0 0 7.70616 7.8708 7.9968 7.99848 7.77 7.49616 7.90944 7.94472 7.81872 7.99008 7.86744 7.95984,0 0 0 0 0 0 0 0 0.0308728157837 0.0319483935966 0.0309729817227 0.0310927908003 0.0328500382703 0.0340145246526 0.0310945911215 0.0313667819835 0.03202740159 0.0311176694701 0.0321968981422 0.0310533003377
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.89024 1.14816 1.1648 1.02336 1.39776 0.50752 1.2896 1.7888 0.63232 1.15648 0.7904 2.30464,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.034527 0.0344279927536 0.0351304928571 0.0341255447154 0.0352392440476 0.0340028360656 0.0343115354839 0.0356047069767 0.0343177236842 0.0343110503597 0.0340135473684 0.0353351732852,0 0 0 0 0 0 0 0 7.6104 7.94304 7.8792 7.9884 7.81704 8.07576 7.88424 7.69944 8.0052 7.8876 7.96488 7.6272,0 0 0 0 0 0 0 0 0.0310440483444 0.0316622497885 0.0318292452026 0.0314278082019 0.0322178450462 0.0309339317662 0.031757245472 0.0328918878464 0.0310590562434 0.0315116044728 0.0312088928496 0.0334237656388
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.60736 1.44768 0.55744 1.5808 0.89024 1.28128 2.496 2.52096 2.52096 0.64064 1.58912 1.03168,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342699589041 0.0344264137931 0.0349195970149 0.0345264842105 0.0352700841121 0.0342968831169 0.0357176 0.0359027326733 0.0359010693069 0.035339038961 0.0346181151832 0.035423983871,0 0 0 0 0 0 0 0 7.62048 7.93128 7.96656 7.8708 7.91448 7.9632 7.5096 7.47768 7.47936 7.94976 7.86072 7.8624,0 0 0 0 0 0 0 0 0.0308264468695 0.0320003560686 0.0311189369464 0.0321117908218 0.031527041817 0.0317784563291 0.0338965675615 0.0341484803415 0.0341355876011 0.0313125092984 0.0321773413122 0.0317494837607
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.61568 1.456 0.38272 1.6224 0.416 1.75552 0.39936 0.7488 1.47264 0.68224 1.4976 0.68224,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344175810811 0.0344974685714 0.0342194782609 0.0344698769231 0.03438686 0.0347113649289 0.0342888333333 0.0339639222222 0.034847220339 0.0343484634146 0.0347847055556 0.0343747439024,0 0 0 0 0 0 0 0 7.74312 7.94472 7.99848 7.89768 7.90272 7.86408 7.95144 7.96656 7.89936 7.93128 7.87752 7.96992,0 0 0 0 0 0 0 0 0.030873169885 0.0320197346162 0.0308539340475 0.032182539247 0.0308193739371 0.0324228156377 0.0308321307839 0.0311319753269 0.0322415820927 0.0310747871214 0.0321751192152 0.0310952972175
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.624 1.44768 2.52928 0.82368 1.28128 0.42432 1.63072 0.36608 1.7472 0.40768 1.82208 0.6656,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341789866667 0.0344970632184 0.0357182631579 0.0354485757576 0.0342935324675 0.034005627451 0.0345230714286 0.0341691363636 0.0345562142857 0.0343374489796 0.0347656849315 0.035180025,0 0 0 0 0 0 0 0 7.6692 7.94808 7.47096 7.90944 7.93128 8.00184 7.92624 7.99512 7.82376 8.00352 7.83552 7.91112,0 0 0 0 0 0 0 0 0.0308398845564 0.0320958406257 0.0338901744997 0.0315603479184 0.0316599464097 0.0308816516901 0.0322599419245 0.0308469936962 0.0322962012025 0.0308490917296 0.0324777439966 0.031246727543
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64064 1.31456 1.40608 0.8736 2.34624 1.05664 1.14816 1.02336 1.1232 1.06496 1.01504 1.32288,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342531688312 0.0344172151899 0.0355358461538 0.0340287142857 0.0354206028369 0.0355146692913 0.0341863985507 0.0352949918699 0.0341327925926 0.035021890625 0.0344185901639 0.0350255786164,0 0 0 0 0 0 0 0 7.70616 7.95984 7.75488 7.896 7.60368 7.85064 7.96824 7.9128 7.94136 7.8876 7.93128 7.79352,0 0 0 0 0 0 0 0 0.0308921432309 0.0318704586323 0.0322797090555 0.0312256248936 0.0334697514361 0.0318387945645 0.0315403759224 0.0317175016985 0.0315049983076 0.0317209486688 0.0315160773141 0.0318881396853
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.624 1.44768 0.7072 1.44768 0.73216 1.4144 0.60736 1.48928 0.64896 1.5808 1.10656 1.18976,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341856 0.0345042758621 0.0350967764706 0.0344227873563 0.035193125 0.0344404882353 0.0348375479452 0.0344674078212 0.0351653461538 0.0344523210526 0.0354686466165 0.034252034965,0 0 0 0 0 0 0 0 7.67592 7.96992 7.91952 7.84056 7.90776 7.938 8.02536 7.91784 7.8876 7.92456 7.77672 7.89432,0 0 0 0 0 0 0 0 0.0308346066973 0.0320372346121 0.0312895352143 0.0319435217484 0.0313078772042 0.0319541765079 0.031190022399 0.0320495302355 0.0312225840256 0.0321268986644 0.0318539967596 0.0316131566291
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.63232 1.44768 0.96512 1.26464 0.94848 1.18976 0.90688 1.2896 0.97344 1.17312 0.68224 1.44768,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342143684211 0.034412137931 0.0352908534483 0.0343531381579 0.035158245614 0.0342432097902 0.0349729816514 0.0342806451613 0.0349182820513 0.0343916524823 0.0342797682927 0.034264908046,0 0 0 0 0 0 0 0 7.7028 7.92792 7.89768 7.92792 7.86408 7.938 7.89432 7.90776 7.89768 7.93296 7.97664 7.87584,0 0 0 0 0 0 0 0 0.0308230266085 0.0320009735113 0.0315860412678 0.0317150686586 0.0315996334117 0.0315948228571 0.0314502602681 0.0316954737625 0.0315033735375 0.0316142265989 0.0310726118366 0.0319067563993
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.59904 1.47264 0.7072 1.46432 0.50752 1.57248 1.05664 1.14816 1.2064 0.9152 1.23136 0.94016,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341083472222 0.0343267514124 0.035242 0.0344047045455 0.034683295082 0.0344358783069 0.035482023622 0.0342459782609 0.0351251931034 0.0343124727273 0.0348895405405 0.0340596902655,0 0 0 0 0 0 0 0 7.65912 7.91784 7.91784 7.87416 8.022 7.90776 7.8288 7.91112 7.88424 7.9548 7.82712 7.9716,0 0 0 0 0 0 0 0 0.0308472292169 0.0319548124337 0.031288849565 0.0319527644549 0.0310568159162 0.0320752326322 0.0318070566524 0.0315596570397 0.031849074153 0.0313861108765 0.0317658626315 0.0313348491043
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.61568 1.4144 0.98176 1.14816 0.49088 1.59744 0.5408 1.69728 1.13984 1.13152 1.27296 0.9568,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343398243243 0.0343732 0.035152559322 0.0343025072464 0.0339618813559 0.034510046875 0.0348019076923 0.0347121372549 0.0354710875912 0.0342288676471 0.0351480130719 0.0341424086957,0 0 0 0 0 0 0 0 7.69608 7.9044 7.85904 7.93128 7.97328 7.89432 7.98504 7.86744 7.83552 7.94304 7.85736 7.97832,0 0 0 0 0 0 0 0 0.030869320454 0.0318494299681 0.0315732764002 0.0315436127939 0.0308493592499 0.0321492189828 0.0310656145592 0.03232597224 0.0319125516724 0.0315814012267 0.0319712698311 0.0313630294799
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.46432 0.6656 1.55584 0.68224 1.48096 0.55744 1.57248 0.5824 1.56416 0.54912 1.68064,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344431282051 0.0344117897727 0.03500945 0.0345260855615 0.0351308292683 0.0344896067416 0.0346185970149 0.0344977195767 0.0348494 0.0346422021277 0.0345725 0.0346219306931,0 0 0 0 0 0 0 0 7.65912 7.896 7.94304 7.88424 7.90776 7.90272 7.98336 7.90608 7.91448 7.98672 7.98168 7.84392,0 0 0 0 0 0 0 0 0.030856572494 0.0319374331915 0.0311951359983 0.0320778896228 0.0312328642447 0.0320765046769 0.0310173032407 0.0321032484063 0.0310812653364 0.0322203794699 0.0310109511682 0.0322455444421
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.46432 2.51264 1.73888 0.77376 2.22144 2.52096 1.27296 1.04832 1.03168 1.01504 1.27296,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343721794872 0.0343929318182 0.0357785695364 0.0358525933014 0.0342008924731 0.0353149775281 0.0358822178218 0.0357461045752 0.034118031746 0.0349856693548 0.0342234262295 0.0349758039216,0 0 0 0 0 0 0 0 7.6692 7.98168 7.48608 7.67088 7.91952 7.66752 7.47432 7.77672 7.91112 7.95984 7.9632 7.85232,0 0 0 0 0 0 0 0 0.0308487761227 0.0320234150705 0.033986505386 0.0329820790626 0.0311587944421 0.0332837648992 0.0341065059564 0.0322195303521 0.031436228711 0.031695202195 0.0314414770042 0.0318756048353
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64064 1.31456 0.63232 1.47264 1.01504 1.17312 0.92352 1.27296 0.54912 1.52256 2.52096 2.52096,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342335194805 0.0343686708861 0.0347484078947 0.0344126892655 0.0354554016393 0.0342971134752 0.0352042162162 0.0343553071895 0.034754030303 0.0343844262295 0.0358206468647 0.0358988514851,0 0 0 0 0 0 0 0 7.62888 7.9464 7.87584 7.90608 7.88928 7.96152 7.89264 7.96992 8.0136 7.88592 7.48776 7.47936,0 0 0 0 0 0 0 0 0.0308150308302 0.0318277367865 0.0311518118601 0.0320027592435 0.0317851746167 0.0316696961384 0.0315986387825 0.0317542653879 0.0311486612159 0.0320266440136 0.0340311696208 0.0341410507637
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.68224 1.31456 2.52096 2.52096 1.54752 0.67392 0.98176 1.54752 0.75712 0.85696 0.96512 1.09824,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342914390244 0.0343782721519 0.035659960396 0.0359132673267 0.0357651935484 0.0341040740741 0.0340385254237 0.0354011505376 0.0346777472527 0.0339973883495 0.0342760086207 0.0349585151515,0 0 0 0 0 0 0 0 7.60368 7.97328 7.48104 7.47936 7.686 8.00184 7.93128 7.76496 7.89768 8.02872 7.90776 7.94136,0 0 0 0 0 0 0 0 0.0308855439682 0.0318090467762 0.033858300247 0.0341609871968 0.0325832428415 0.0311271937854 0.031350008261 0.0324064655993 0.0311875530738 0.0313002841599 0.031374475887 0.031722344616
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.23968 1.04832 0.93184 1.30624 1.26464 1.00672 1.10656 1.0816 2.47104 2.52096 2.52096,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343731282051 0.0342464496644 0.0346264126984 0.0346795267857 0.0343718917197 0.0354670855263 0.0340762231405 0.0350692330827 0.0342311307692 0.035565952862 0.0359393267327 0.0359038415842,0 0 0 0 0 0 0 0 7.63896 7.86744 7.91448 7.8624 7.94808 7.80528 7.97664 7.89096 7.96992 7.53144 7.47936 7.47936,0 0 0 0 0 0 0 0 0.0308855300198 0.0316358889601 0.0314485903205 0.0313239935897 0.0318201365462 0.0321021799397 0.0313780016849 0.0317843074303 0.0315771833895 0.0337420211912 0.0341771772237 0.0341598980234
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.60736 1.39776 0.75712 1.40608 0.60736 1.58912 0.71552 1.4144 1.36448 0.8736 1.04 1.00672,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342266027397 0.034247172619 0.0350768241758 0.0344185680473 0.0349267671233 0.0346006806283 0.0350758488372 0.0345041588235 0.0352729817073 0.0342548285714 0.034525656 0.0339443966942,0 0 0 0 0 0 0 0 7.6692 7.90272 7.86744 7.90272 7.96824 7.90104 7.87416 7.90104 7.77168 7.99512 7.89768 7.98672,0 0 0 0 0 0 0 0 0.0307941515882 0.0317672042942 0.0312755648089 0.031911761267 0.0311850552393 0.0322332349564 0.0312227074888 0.0319140605996 0.0320521547773 0.0312912534146 0.0314670763667 0.0313563702146
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.6656 0.69056 1.5808 1.27296 0.94848 0.94848 1.05664 0.84864 1.05664 1.23136 1.02336 2.43776,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344780375 0.0340104337349 0.0345149210526 0.0353670849673 0.0344062105263 0.0344007631579 0.0345841181102 0.0343851960784 0.0342347086614 0.0350420743243 0.0341689512195 0.0355596348123,0 0 0 0 0 0 0 0 7.65072 7.94472 7.88256 7.75824 7.938 8.00688 7.92792 7.88928 7.97328 7.86744 7.98168 7.55328,0 0 0 0 0 0 0 0 0.0308878076416 0.0311177314443 0.0321816515345 0.0318978456042 0.0313842431746 0.0314604532102 0.0315778756092 0.0312212346678 0.0315135090603 0.0318336720051 0.0314682003789 0.0337300382562
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.31456 1.13152 0.59072 1.44768 0.416 0.7072 0.78208 1.43104 0.81536 0.64064 0.98176,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.034269 0.0344302405063 0.0348344632353 0.0342831267606 0.0343173678161 0.03417968 0.0340136588235 0.0339280638298 0.0348186627907 0.0346708979592 0.0341302727273 0.0338241101695,0 0 0 0 0 0 0 0 7.67592 7.9212 7.83048 7.89768 7.94304 7.98336 7.9884 7.9716 7.88928 7.90776 7.93128 7.89936,0 0 0 0 0 0 0 0 0.0308617032173 0.0318076489926 0.0316283561467 0.030957355669 0.0319281444585 0.0308190387205 0.031109207571 0.0311482708114 0.0320971829216 0.0311817546208 0.0310636875662 0.0312079525734
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.6656 1.456 0.79872 1.39776 0.624 1.38944 2.496 2.51264 0.39104 1.7056 0.42432 1.53088,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342904 0.0345165942857 0.03515271875 0.0343827142857 0.03498984 0.0343669580838 0.03576512 0.035846781457 0.0343680212766 0.0346684292683 0.0344109803922 0.034485576087,0 0 0 0 0 0 0 0 7.64064 7.95648 7.91448 7.88256 7.96488 7.9128 7.49784 7.49616 7.98672 7.8456 8.00352 7.8792,0 0 0 0 0 0 0 0 0.0308547359279 0.0320198716216 0.0313323506686 0.0318356649616 0.0312153999156 0.0318832416136 0.0339384588842 0.0340996743613 0.0308535368111 0.0323467601713 0.0308764943325 0.0319743863539
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.74048 1.15648 0.96512 0.59072 1.68064 2.51264 1.36448 0.42432 1.58912 0.5824 0.624 0.85696,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0344724382022 0.0342547482014 0.0349161293103 0.0339861971831 0.0346223564356 0.035852 0.0356670853659 0.0341260392157 0.0344752931937 0.0349478571429 0.03404144 0.0339601941748,0 0 0 0 0 0 0 0 7.63224 7.92624 7.86576 8.01192 7.85904 7.47936 7.7616 7.96992 7.92792 7.90776 8.02704 7.98336,0 0 0 0 0 0 0 0 0.0310042458728 0.0315714913099 0.0314545627937 0.0309787877962 0.0322507935015 0.0340617549416 0.032284980303 0.0308673771079 0.0321165357067 0.0311092604631 0.0310534541649 0.0312290963805
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64896 1.32288 0.81536 1.27296 0.43264 1.63904 1.03168 1.11488 1.02336 1.18976 1.11488 0.94016,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342844358974 0.0344656918239 0.0350773673469 0.0343478627451 0.0338661923077 0.0344590659898 0.0354748467742 0.0342722761194 0.0345211382114 0.0346286433566 0.0345220447761 0.0340031769912,0 0 0 0 0 0 0 0 7.62048 7.97496 7.89768 7.89096 8.00184 7.89768 7.78848 7.93296 7.87248 7.84224 7.84728 7.99512,0 0 0 0 0 0 0 0 0.030857444224 0.0319073505372 0.0313643671559 0.0316366063445 0.0308373229057 0.0321939415018 0.0317367471959 0.0315038614994 0.0314327276995 0.0315482780634 0.0314242603297 0.0313456005463
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.67392 1.18976 1.89696 0.7488 1.43104 1.52256 0.44096 1.69728 2.52096 1.56416 0.832 2.34624,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0343950123457 0.0342897342657 0.0355301535088 0.0346272333333 0.03481525 0.0345611092896 0.0344354339623 0.0346177745098 0.035777980198 0.0357591276596 0.03415887 0.0353664609929,0 0 0 0 0 0 0 0 7.67424 7.94472 7.66248 7.88088 7.9128 7.79688 7.98672 7.83552 7.47936 7.74312 7.89432 7.60536,0 0 0 0 0 0 0 0 0.030939339317 0.0316425988581 0.0329568509099 0.0311402801109 0.0321377802548 0.031731247145 0.0309022606226 0.0322477176244 0.0339870610961 0.0326585578217 0.0312423609279 0.0334595749945
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.65728 1.456 0.64064 1.53088 2.52096 2.50432 0.39936 1.50592 0.49088 1.92192 2.52096 2.2048,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342332531646 0.0345057885714 0.0352434935065 0.0342609347826 0.0356754323432 0.0359057807309 0.0343032291667 0.0346954640884 0.0341607966102 0.0348302034632 0.0358467326733 0.0358661735849,0 0 0 0 0 0 0 0 7.61208 7.9128 7.92288 7.8456 7.48608 7.48776 8.05392 7.94472 7.95984 7.78344 7.476 7.5852,0 0 0 0 0 0 0 0 0.030841529243 0.0320186683652 0.0312464535623 0.0318897276231 0.0338860293986 0.0341581909356 0.0308787686692 0.0321944036794 0.0309103446602 0.0325757677531 0.0340880674157 0.0336318026578
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64064 0.624 1.7056 0.8736 1.23136 1.47264 0.88192 1.40608 0.75712 1.38112 0.85696 1.3728,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342074285714 0.0339365333333 0.0347332731707 0.0348349238095 0.0345648716216 0.0350963333333 0.0342676698113 0.0350090059172 0.0341806483516 0.0349147289157 0.0345017669903 0.0349289090909,0 0 0 0 0 0 0 0 7.6692 7.96824 7.89432 7.8288 7.91112 7.73472 7.89432 7.8624 7.9884 7.8624 7.95984 7.91448,0 0 0 0 0 0 0 0 0.0308431483023 0.0310397391946 0.0324172902745 0.0312155433476 0.0317635032916 0.0320711283666 0.0312626165142 0.0321177378205 0.0311533486856 0.032117215812 0.0312919772056 0.0321183693483
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.64064 0.67392 0.61568 1.30624 0.67392 2.14656 2.03008 0.60736 1.32288 0.76544 1.32288 0.67392,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0342745974026 0.0339971481481 0.0338886621622 0.0343869044586 0.0343513333333 0.0350417868217 0.0357982540984 0.0342940410959 0.0346361257862 0.0344478043478 0.0347483396226 0.0341381851852,0 0 0 0 0 0 0 0 7.686 7.98336 7.97496 7.92288 7.9632 7.68936 7.6188 8.0136 7.94472 7.99344 7.92288 7.92792,0 0 0 0 0 0 0 0 0.0308623370492 0.0310749095118 0.0310332397304 0.0318427035623 0.0311327135021 0.0329641710728 0.0333320815877 0.0310667920335 0.0319442835695 0.0311663606557 0.0320225695505 0.0310407486756
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.65728 0.7488 1.56416 0.7904 1.3728 0.35776 0.78208 1.98848 1.04 1.1648 1.36448 0.86528,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.034407443038 0.0340454 0.0346404893617 0.0352818631579 0.0343818727273 0.0340037674419 0.0340516382979 0.0349901506276 0.035549152 0.0342949357143 0.0353277073171 0.034094625,0 0 0 0 0 0 0 0 7.68264 7.96992 7.91784 7.92792 7.96152 7.98 7.94808 7.73136 7.82544 7.94304 7.80192 7.99512,0 0 0 0 0 0 0 0 0.0309236958233 0.031148801855 0.0322004464248 0.0313693409621 0.0319304665541 0.0307688004211 0.0311410198689 0.0327252646675 0.0318075779304 0.0316447903976 0.0321138115848 0.0312775730195
Sack1,RED,0.49952 1.11488 2.5792 2.6624 2.6624 2.6624 2.6624 2.6624 0.60736 1.46432 0.7904 1.42272 0.81536 0.93184 0.53248 1.63904 0.50752 1.83872 0.38272 1.7056,0.0341206557377 0.0328250746269 0.0326462967742 0.032496 0.032496 0.032496 0.032496 0.032496 0.0341015479452 0.0343894204545 0.0351244947368 0.034517502924 0.0350370918367 0.0342772232143 0.03406771875 0.034639822335 0.0342745245902 0.0349255927602 0.0342338478261 0.0346153317073,0 0 0 0 0 0 0 0 7.65072 7.93632 7.86912 7.87752 7.86408 7.97664 8.02032 7.90776 7.89768 7.84392 7.95312 7.89432,0 0 0 0 0 0 0 0 0.0308521400966 0.0320149485605 0.0313553714774 0.0319554794199 0.0313455122837 0.0313808433024 0.0309445351906 0.0322818022095 0.0308750459477 0.0326048727779 0.0308462883397 0.0322043028304
